               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.012619,            0.017067,          0.00013298,             0.98452,             0.98754,             0.99377,             0.88162,            0.013322,           0.0050601,          8.3299e-05,           0.0021717,           0.0021717,           0.0021717
                 155,            0.012634,            0.016962,          0.00014251,             0.98488,             0.98647,             0.99371,              0.8805,            0.013292,           0.0050809,          8.7535e-05,           0.0021245,           0.0021245,           0.0021245
                 156,            0.012706,            0.016322,          0.00010083,             0.98469,             0.98653,             0.99386,             0.88037,            0.013332,           0.0050406,          0.00011152,           0.0020782,           0.0020782,           0.0020782
                 157,            0.012648,             0.01765,          0.00010736,             0.98378,             0.98887,             0.99406,             0.88037,            0.013344,           0.0050206,          0.00011409,           0.0020327,           0.0020327,           0.0020327
                 158,            0.012926,            0.017298,          0.00012168,             0.98369,             0.98824,             0.99394,             0.88045,            0.013294,           0.0050169,          0.00012251,           0.0019881,           0.0019881,           0.0019881
                 159,            0.012558,            0.017591,          0.00010851,             0.98464,             0.98816,             0.99395,             0.87959,            0.013244,           0.0050242,          0.00013267,           0.0019443,           0.0019443,           0.0019443
                 160,             0.01245,            0.016182,           8.476e-05,             0.98669,             0.98798,             0.99411,             0.88086,            0.013174,            0.005035,          0.00013319,           0.0019014,           0.0019014,           0.0019014
                 161,            0.012547,            0.016252,            7.45e-05,              0.9833,             0.98707,             0.99403,             0.87994,            0.013191,            0.005057,          0.00014708,           0.0018594,           0.0018594,           0.0018594
                 162,            0.012864,            0.017417,          0.00010246,             0.99307,             0.97757,             0.99393,             0.88121,            0.013196,           0.0050461,          0.00016807,           0.0018183,           0.0018183,           0.0018183
                 163,            0.012465,            0.016605,           0.0001071,               0.987,             0.98543,             0.99385,             0.88146,            0.013217,           0.0050438,          0.00015713,           0.0017781,           0.0017781,           0.0017781
                 164,            0.012442,            0.016042,          0.00011427,             0.98667,             0.98516,             0.99379,             0.88097,            0.013256,            0.005051,          0.00014721,           0.0017389,           0.0017389,           0.0017389
                 165,            0.012456,            0.016072,            7.44e-05,             0.98598,             0.98542,             0.99391,             0.88099,            0.013284,            0.005053,          0.00014686,           0.0017005,           0.0017005,           0.0017005
                 166,            0.012519,            0.016517,          8.3407e-05,               0.986,             0.98322,             0.99379,             0.88191,            0.013354,           0.0050591,          0.00015993,           0.0016631,           0.0016631,           0.0016631
                 167,            0.012528,            0.016644,           9.841e-05,             0.98261,             0.98624,             0.99372,             0.88284,            0.013355,           0.0050596,          0.00015779,           0.0016267,           0.0016267,           0.0016267
                 168,            0.012286,            0.015194,          8.2705e-05,             0.98296,              0.9864,             0.99394,             0.88344,            0.013333,           0.0050604,          0.00014465,           0.0015912,           0.0015912,           0.0015912
                 169,            0.012374,            0.016493,          7.3498e-05,             0.98222,             0.98798,             0.99405,             0.88416,            0.013312,           0.0050555,          0.00014072,           0.0015566,           0.0015566,           0.0015566
                 170,            0.011989,            0.015156,          0.00010097,             0.98492,             0.98636,             0.99392,             0.88352,            0.013331,           0.0050564,           0.0001343,           0.0015231,           0.0015231,           0.0015231
                 171,            0.012183,            0.016038,          9.5548e-05,             0.98556,             0.98491,             0.99382,             0.88357,            0.013343,           0.0050631,          0.00012619,           0.0014905,           0.0014905,           0.0014905
                 172,            0.012379,            0.016813,          8.2403e-05,              0.9834,             0.98736,             0.99383,             0.88333,            0.013314,           0.0050585,          0.00011322,           0.0014589,           0.0014589,           0.0014589
                 173,            0.012211,             0.01597,           7.864e-05,             0.98521,              0.9853,              0.9938,             0.88382,            0.013307,           0.0050567,          9.8126e-05,           0.0014283,           0.0014283,           0.0014283
                 174,            0.012452,            0.016887,          0.00010512,             0.98591,              0.9853,             0.99371,             0.88409,            0.013278,           0.0050588,           8.959e-05,           0.0013987,           0.0013987,           0.0013987
                 175,            0.012416,            0.017663,          8.1041e-05,             0.98332,             0.98621,             0.99371,             0.88436,            0.013247,           0.0050587,          9.5275e-05,           0.0013701,           0.0013701,           0.0013701
                 176,            0.012398,            0.016629,          0.00010023,             0.98258,             0.98704,             0.99376,             0.88489,            0.013268,           0.0050545,          0.00010862,           0.0013425,           0.0013425,           0.0013425
                 177,            0.012166,            0.015357,          8.2069e-05,             0.98298,             0.98763,             0.99379,             0.88468,            0.013282,           0.0050547,          0.00011387,            0.001316,            0.001316,            0.001316
                 178,            0.012202,            0.016473,          8.5065e-05,             0.98594,             0.98604,             0.99391,              0.8851,            0.013294,           0.0050661,          0.00012222,           0.0012905,           0.0012905,           0.0012905
                 179,            0.012202,            0.016492,          7.6037e-05,             0.98741,             0.98594,              0.9939,             0.88587,             0.01334,            0.005075,          0.00012808,            0.001266,            0.001266,            0.001266
                 180,            0.012532,            0.016423,          9.8364e-05,             0.98677,             0.98554,             0.99383,             0.88668,            0.013358,           0.0050761,          0.00014065,           0.0012426,           0.0012426,           0.0012426
                 181,            0.012449,            0.016678,          0.00017856,             0.98553,             0.98604,             0.99375,             0.88703,            0.013364,           0.0050748,           0.0001522,           0.0012202,           0.0012202,           0.0012202
                 182,             0.01255,             0.01721,          0.00018203,             0.98557,             0.98683,             0.99382,              0.8853,            0.013361,           0.0050626,          0.00014474,           0.0011989,           0.0011989,           0.0011989
                 183,            0.012109,            0.016615,          0.00010291,             0.98714,             0.98713,             0.99398,             0.88628,            0.013336,             0.00505,          0.00012741,           0.0011787,           0.0011787,           0.0011787
                 184,            0.012364,            0.016626,          0.00014723,             0.98592,             0.98622,             0.99394,             0.88712,            0.013312,           0.0050429,           0.0001228,           0.0011595,           0.0011595,           0.0011595
                 185,             0.01253,            0.016894,          0.00016777,               0.987,             0.98604,             0.99391,             0.88763,            0.013294,           0.0050342,          0.00012646,           0.0011414,           0.0011414,           0.0011414
                 186,            0.012711,              0.0173,          0.00012027,             0.98507,             0.98692,             0.99388,             0.88768,            0.013291,           0.0050332,          0.00013147,           0.0011243,           0.0011243,           0.0011243
                 187,            0.012335,            0.015922,          0.00011817,             0.98619,              0.9841,             0.99386,             0.88727,            0.013297,           0.0050383,          0.00012394,           0.0011084,           0.0011084,           0.0011084
                 188,             0.01227,            0.016505,          0.00012513,             0.98403,             0.98711,             0.99391,             0.88729,            0.013308,           0.0050431,          0.00012248,           0.0010935,           0.0010935,           0.0010935
                 189,            0.012528,            0.016545,          0.00010041,             0.98403,              0.9871,              0.9939,             0.88746,            0.013302,           0.0050497,          0.00012477,           0.0010797,           0.0010797,           0.0010797
                 190,            0.012369,            0.017541,          0.00013333,             0.98401,             0.98588,             0.99387,             0.88799,             0.01332,           0.0050552,          0.00012713,            0.001067,            0.001067,            0.001067
                 191,            0.012253,            0.015809,          0.00011024,             0.98497,             0.98569,             0.99384,             0.88809,            0.013353,           0.0050582,          0.00013502,           0.0010554,           0.0010554,           0.0010554
                 192,            0.012205,            0.016689,           0.0001377,             0.98364,             0.98568,             0.99383,             0.88812,            0.013396,           0.0050538,          0.00013658,           0.0010449,           0.0010449,           0.0010449
                 193,            0.012244,            0.015745,          0.00011126,             0.98529,             0.98533,             0.99388,              0.8883,             0.01342,           0.0050557,          0.00012968,           0.0010355,           0.0010355,           0.0010355
                 194,             0.01231,            0.016858,          0.00010886,             0.98791,             0.98284,              0.9939,              0.8891,            0.013449,           0.0050565,          0.00011929,           0.0010272,           0.0010272,           0.0010272
                 195,            0.012516,            0.015992,          0.00015331,             0.98749,             0.98408,             0.99392,             0.88867,            0.013445,           0.0050522,          0.00010048,             0.00102,             0.00102,             0.00102
                 196,            0.012174,            0.016079,          9.8775e-05,             0.98723,             0.98405,             0.99393,             0.88875,             0.01344,           0.0050494,          8.9686e-05,           0.0010139,           0.0010139,           0.0010139
                 197,            0.012604,            0.015818,          0.00010426,             0.98349,             0.98749,             0.99391,             0.88881,            0.013448,           0.0050526,          8.5859e-05,           0.0010089,           0.0010089,           0.0010089
                 198,            0.012353,            0.016232,          0.00011683,             0.98751,             0.98529,             0.99392,             0.88819,            0.013448,           0.0050521,          8.8817e-05,            0.001005,            0.001005,            0.001005
                 199,            0.012198,             0.01644,          0.00015565,              0.9891,              0.9841,             0.99387,             0.88813,            0.013433,           0.0050533,          9.6738e-05,           0.0010022,           0.0010022,           0.0010022
